x/D,u/U,v/U
-1.32,1.07660000E+000,1.006300000E-001
-1.312,1.07650000E+000,1.015200000E-001
-1.304,1.07630000E+000,1.024200000E-001
-1.296,1.07610000E+000,1.033300000E-001
-1.288,1.07600000E+000,1.042500000E-001
-1.28,1.07580000E+000,1.051800000E-001
-1.272,1.07560000E+000,1.061300000E-001
-1.264,1.07540000E+000,1.070700000E-001
-1.256,1.07520000E+000,1.080200000E-001
-1.248,1.07500000E+000,1.089800000E-001
-1.24,1.07470000E+000,1.099600000E-001
-1.232,1.07450000E+000,1.109400000E-001
-1.224,1.07420000E+000,1.119400000E-001
-1.216,1.07400000E+000,1.129400000E-001
-1.208,1.07370000E+000,1.139600000E-001
-1.2,1.07340000E+000,1.149900000E-001
-1.192,1.07300000E+000,1.160300000E-001
-1.184,1.07270000E+000,1.170700000E-001
-1.176,1.07240000E+000,1.181100000E-001
-1.168,1.07200000E+000,1.191700000E-001
-1.16,1.07170000E+000,1.202500000E-001
-1.152,1.07130000E+000,1.213500000E-001
-1.144,1.07090000E+000,1.224600000E-001
-1.136,1.07050000E+000,1.235600000E-001
-1.128,1.07000000E+000,1.246900000E-001
-1.12,1.06960000E+000,1.258500000E-001
-1.112,1.06910000E+000,1.270400000E-001
-1.104,1.06860000E+000,1.282200000E-001
-1.096,1.06800000E+000,1.294100000E-001
-1.088,1.06740000E+000,1.306200000E-001
-1.08,1.06680000E+000,1.318200000E-001
-1.072,1.06610000E+000,1.330500000E-001
-1.064,1.06550000E+000,1.342900000E-001
-1.056,1.06480000E+000,1.355600000E-001
-1.048,1.06400000E+000,1.368400000E-001
-1.04,1.06310000E+000,1.381300000E-001
-1.032,1.06230000E+000,1.394600000E-001
-1.024,1.06140000E+000,1.408100000E-001
-1.016,1.06050000E+000,1.422100000E-001
-1.008,1.05950000E+000,1.436200000E-001
-1,1.05840000E+000,1.450600000E-001
-0.992,1.05720000E+000,1.465300000E-001
-0.984,1.05600000E+000,1.480200000E-001
-0.976,1.05470000E+000,1.495400000E-001
-0.968,1.05330000E+000,1.510600000E-001
-0.96,1.05180000E+000,1.526100000E-001
-0.952,1.05040000E+000,1.541600000E-001
-0.944,1.04890000E+000,1.557600000E-001
-0.936,1.04720000E+000,1.573900000E-001
-0.928,1.04550000E+000,1.590600000E-001
-0.92,1.04390000E+000,1.607400000E-001
-0.912,1.04210000E+000,1.624100000E-001
-0.904,1.04030000E+000,1.641100000E-001
-0.896,1.03820000E+000,1.658800000E-001
-0.888,1.03610000E+000,1.676900000E-001
-0.88,1.03400000E+000,1.695000000E-001
-0.872,1.03170000E+000,1.713700000E-001
-0.864,1.02930000E+000,1.732900000E-001
-0.856,1.02680000E+000,1.752200000E-001
-0.848,1.02420000E+000,1.771600000E-001
-0.84,1.02150000E+000,1.791700000E-001
-0.832,1.01850000E+000,1.812700000E-001
-0.824,1.01520000E+000,1.834000000E-001
-0.816,1.01170000E+000,1.855900000E-001
-0.808,1.00790000E+000,1.877700000E-001
-0.8,1.00400000E+000,1.900100000E-001
-0.792,9.99770000E-001,1.922500000E-001
-0.784,9.95340000E-001,1.945600000E-001
-0.776,9.90840000E-001,1.968700000E-001
-0.768,9.86100000E-001,1.992000000E-001
-0.76,9.81110000E-001,2.015500000E-001
-0.752,9.75820000E-001,2.038700000E-001
-0.744,9.70430000E-001,2.062400000E-001
-0.736,9.64840000E-001,2.085700000E-001
-0.728,9.59030000E-001,2.109600000E-001
-0.72,9.52750000E-001,2.132600000E-001
-0.712,9.46040000E-001,2.154600000E-001
-0.704,9.39300000E-001,2.176900000E-001
-0.696,9.32250000E-001,2.199600000E-001
-0.688,9.24850000E-001,2.222200000E-001
-0.68,9.17120000E-001,2.244900000E-001
-0.672,9.09050000E-001,2.267000000E-001
-0.664,9.00590000E-001,2.288700000E-001
-0.656,8.91850000E-001,2.310200000E-001
-0.648,8.82850000E-001,2.331100000E-001
-0.64,8.73540000E-001,2.350600000E-001
-0.632,8.64090000E-001,2.369000000E-001
-0.624,8.54510000E-001,2.387200000E-001
-0.616,8.44690000E-001,2.404500000E-001
-0.608,8.34710000E-001,2.419200000E-001
-0.6,8.24460000E-001,2.431100000E-001
-0.592,8.14040000E-001,2.441100000E-001
-0.584,8.03680000E-001,2.450700000E-001
-0.576,7.93200000E-001,2.458900000E-001
-0.568,7.82510000E-001,2.466400000E-001
-0.56,7.71610000E-001,2.471600000E-001
-0.552,7.60550000E-001,2.476100000E-001
-0.544,7.49200000E-001,2.479500000E-001
-0.536,7.37710000E-001,2.481900000E-001
-0.528,7.26160000E-001,2.483300000E-001
-0.52,7.14540000E-001,2.481500000E-001
-0.512,7.02950000E-001,2.479400000E-001
-0.504,6.91250000E-001,2.477000000E-001
-0.496,6.79430000E-001,2.472800000E-001
-0.488,6.67480000E-001,2.467000000E-001
-0.48,6.55660000E-001,2.459800000E-001
-0.472,6.43990000E-001,2.451500000E-001
-0.464,6.32290000E-001,2.443100000E-001
-0.456,6.20410000E-001,2.433100000E-001
-0.448,6.08530000E-001,2.419700000E-001
-0.44,5.96550000E-001,2.404800000E-001
-0.432,5.84740000E-001,2.388500000E-001
-0.424,5.72980000E-001,2.372300000E-001
-0.416,5.61250000E-001,2.354300000E-001
-0.408,5.49520000E-001,2.335300000E-001
-0.4,5.37730000E-001,2.315200000E-001
-0.392,5.26040000E-001,2.293600000E-001
-0.384,5.14470000E-001,2.271800000E-001
-0.376,5.02910000E-001,2.248000000E-001
-0.368,4.91420000E-001,2.222700000E-001
-0.36,4.80140000E-001,2.197300000E-001
-0.352,4.68860000E-001,2.172500000E-001
-0.344,4.57680000E-001,2.143600000E-001
-0.336,4.46490000E-001,2.114100000E-001
-0.328,4.35340000E-001,2.085100000E-001
-0.32,4.24110000E-001,2.055000000E-001
-0.312,4.12780000E-001,2.024900000E-001
-0.304,4.01720000E-001,1.993500000E-001
-0.296,3.90730000E-001,1.959300000E-001
-0.288,3.79800000E-001,1.923600000E-001
-0.28,3.68940000E-001,1.886300000E-001
-0.272,3.58030000E-001,1.849300000E-001
-0.264,3.47290000E-001,1.811600000E-001
-0.256,3.36770000E-001,1.772900000E-001
-0.248,3.26340000E-001,1.732300000E-001
-0.24,3.16200000E-001,1.690600000E-001
-0.232,3.06230000E-001,1.647600000E-001
-0.224,2.96490000E-001,1.603700000E-001
-0.216,2.87230000E-001,1.558600000E-001
-0.208,2.78310000E-001,1.511500000E-001
-0.2,2.69550000E-001,1.462600000E-001
-0.192,2.61110000E-001,1.413400000E-001
-0.184,2.53090000E-001,1.363000000E-001
-0.176,2.45490000E-001,1.312000000E-001
-0.168,2.38400000E-001,1.260500000E-001
-0.16,2.31560000E-001,1.207100000E-001
-0.152,2.24890000E-001,1.152900000E-001
-0.144,2.18690000E-001,1.096200000E-001
-0.136,2.12570000E-001,1.038600000E-001
-0.128,2.06590000E-001,9.810700000E-002
-0.12,2.00960000E-001,9.246100000E-002
-0.112,1.95920000E-001,8.658800000E-002
-0.104,1.91230000E-001,8.060600000E-002
-0.096,1.86920000E-001,7.462800000E-002
-0.088,1.82980000E-001,6.867800000E-002
-0.08,1.79540000E-001,6.268200000E-002
-0.072,1.76440000E-001,5.636400000E-002
-0.064,1.73780000E-001,5.000200000E-002
-0.056,1.71450000E-001,4.364000000E-002
-0.048,1.69520000E-001,3.725400000E-002
-0.04,1.67930000E-001,3.077300000E-002
-0.032,1.66560000E-001,2.428800000E-002
-0.024,1.65580000E-001,1.776100000E-002
-0.016,1.65030000E-001,1.123000000E-002
-0.008,1.64700000E-001,4.712500000E-003
0,1.64570000E-001,-1.848600000E-003
0.008,1.64760000E-001,-8.435900000E-003
0.016,1.65270000E-001,-1.507300000E-002
0.024,1.66210000E-001,-2.161400000E-002
0.032,1.67560000E-001,-2.809400000E-002
0.04,1.69180000E-001,-3.464100000E-002
0.048,1.71180000E-001,-4.126300000E-002
0.056,1.73720000E-001,-4.794700000E-002
0.064,1.76560000E-001,-5.453200000E-002
0.072,1.79700000E-001,-6.086400000E-002
0.08,1.83130000E-001,-6.712800000E-002
0.088,1.86960000E-001,-7.350900000E-002
0.096,1.91050000E-001,-7.988600000E-002
0.104,1.95460000E-001,-8.603400000E-002
0.112,2.00230000E-001,-9.203900000E-002
0.12,2.05400000E-001,-9.793500000E-002
0.128,2.10980000E-001,-1.038200000E-001
0.136,2.16790000E-001,-1.096300000E-001
0.144,2.22850000E-001,-1.153200000E-001
0.152,2.29140000E-001,-1.210200000E-001
0.16,2.35700000E-001,-1.264800000E-001
0.168,2.42750000E-001,-1.319300000E-001
0.176,2.50050000E-001,-1.371900000E-001
0.184,2.57600000E-001,-1.423600000E-001
0.192,2.65280000E-001,-1.473600000E-001
0.2,2.73270000E-001,-1.522700000E-001
0.208,2.81760000E-001,-1.569100000E-001
0.216,2.90340000E-001,-1.614200000E-001
0.224,2.99220000E-001,-1.657800000E-001
0.232,3.08310000E-001,-1.700400000E-001
0.24,3.17690000E-001,-1.742700000E-001
0.248,3.27260000E-001,-1.784500000E-001
0.256,3.37110000E-001,-1.823700000E-001
0.264,3.47280000E-001,-1.860800000E-001
0.272,3.57840000E-001,-1.897700000E-001
0.28,3.68560000E-001,-1.933800000E-001
0.288,3.79260000E-001,-1.969300000E-001
0.296,3.90300000E-001,-2.003100000E-001
0.304,4.01440000E-001,-2.036000000E-001
0.312,4.12540000E-001,-2.066400000E-001
0.32,4.23780000E-001,-2.095900000E-001
0.328,4.35170000E-001,-2.124200000E-001
0.336,4.46470000E-001,-2.152100000E-001
0.344,4.57800000E-001,-2.177900000E-001
0.352,4.69130000E-001,-2.201600000E-001
0.36,4.80620000E-001,-2.224100000E-001
0.368,4.92190000E-001,-2.245200000E-001
0.376,5.03800000E-001,-2.266000000E-001
0.384,5.15430000E-001,-2.286700000E-001
0.392,5.27040000E-001,-2.306900000E-001
0.4,5.38570000E-001,-2.326100000E-001
0.408,5.50170000E-001,-2.342300000E-001
0.416,5.61820000E-001,-2.357700000E-001
0.424,5.73440000E-001,-2.371900000E-001
0.432,5.85100000E-001,-2.384300000E-001
0.44,5.96860000E-001,-2.394900000E-001
0.448,6.08640000E-001,-2.406000000E-001
0.456,6.20350000E-001,-2.416200000E-001
0.464,6.32080000E-001,-2.424700000E-001
0.472,6.43900000E-001,-2.433400000E-001
0.48,6.55670000E-001,-2.441400000E-001
0.488,6.67460000E-001,-2.447500000E-001
0.496,6.79310000E-001,-2.452300000E-001
0.504,6.91110000E-001,-2.455400000E-001
0.512,7.03070000E-001,-2.455500000E-001
0.52,7.15030000E-001,-2.455500000E-001
0.528,7.26880000E-001,-2.455500000E-001
0.536,7.38570000E-001,-2.454400000E-001
0.544,7.50140000E-001,-2.451500000E-001
0.552,7.61610000E-001,-2.448000000E-001
0.56,7.73080000E-001,-2.442900000E-001
0.568,7.84540000E-001,-2.436700000E-001
0.576,7.95810000E-001,-2.428900000E-001
0.584,8.07060000E-001,-2.421300000E-001
0.592,8.18070000E-001,-2.412400000E-001
0.6,8.28790000E-001,-2.400900000E-001
0.608,8.39220000E-001,-2.389000000E-001
0.616,8.49310000E-001,-2.376900000E-001
0.624,8.59120000E-001,-2.363300000E-001
0.632,8.68600000E-001,-2.347900000E-001
0.64,8.77780000E-001,-2.331500000E-001
0.648,8.86720000E-001,-2.313700000E-001
0.656,8.95460000E-001,-2.295100000E-001
0.664,9.03770000E-001,-2.276300000E-001
0.672,9.11690000E-001,-2.256700000E-001
0.68,9.19240000E-001,-2.236300000E-001
0.688,9.26570000E-001,-2.215400000E-001
0.696,9.33630000E-001,-2.193500000E-001
0.704,9.40480000E-001,-2.172100000E-001
0.712,9.47160000E-001,-2.150900000E-001
0.72,9.53470000E-001,-2.128600000E-001
0.728,9.59390000E-001,-2.105400000E-001
0.736,9.65080000E-001,-2.082400000E-001
0.744,9.70480000E-001,-2.059200000E-001
0.752,9.75750000E-001,-2.035600000E-001
0.76,9.80800000E-001,-2.011600000E-001
0.768,9.85690000E-001,-1.987500000E-001
0.776,9.90480000E-001,-1.963700000E-001
0.784,9.95020000E-001,-1.940700000E-001
0.792,9.99370000E-001,-1.917600000E-001
0.8,1.00350000E+000,-1.895200000E-001
0.808,1.00730000E+000,-1.873500000E-001
0.816,1.01090000E+000,-1.851900000E-001
0.824,1.01420000E+000,-1.830900000E-001
0.832,1.01740000E+000,-1.810400000E-001
0.84,1.02040000E+000,-1.790200000E-001
0.848,1.02330000E+000,-1.770800000E-001
0.856,1.02590000E+000,-1.751100000E-001
0.864,1.02840000E+000,-1.731900000E-001
0.872,1.03090000E+000,-1.712600000E-001
0.88,1.03330000E+000,-1.693000000E-001
0.888,1.03550000E+000,-1.673900000E-001
0.896,1.03760000E+000,-1.655300000E-001
0.904,1.03950000E+000,-1.636700000E-001
0.912,1.04150000E+000,-1.618500000E-001
0.92,1.04340000E+000,-1.600800000E-001
0.928,1.04520000E+000,-1.583500000E-001
0.936,1.04690000E+000,-1.566500000E-001
0.944,1.04860000E+000,-1.549600000E-001
0.952,1.05020000E+000,-1.532800000E-001
0.96,1.05160000E+000,-1.516600000E-001
0.968,1.05310000E+000,-1.500800000E-001
0.976,1.05440000E+000,-1.485400000E-001
0.984,1.05570000E+000,-1.470200000E-001
0.992,1.05690000E+000,-1.455100000E-001
1,1.05790000E+000,-1.440200000E-001
1.008,1.05900000E+000,-1.425700000E-001
1.016,1.05990000E+000,-1.411900000E-001
1.024,1.06080000E+000,-1.398200000E-001
1.032,1.06170000E+000,-1.384300000E-001
1.04,1.06250000E+000,-1.370600000E-001
1.048,1.06320000E+000,-1.357200000E-001
1.056,1.06400000E+000,-1.344400000E-001
1.064,1.06470000E+000,-1.331700000E-001
1.072,1.06540000E+000,-1.319200000E-001
1.08,1.06600000E+000,-1.306800000E-001
1.088,1.06670000E+000,-1.294800000E-001
1.096,1.06730000E+000,-1.282900000E-001
1.104,1.06780000E+000,-1.271400000E-001
1.112,1.06840000E+000,-1.260000000E-001
1.12,1.06890000E+000,-1.248700000E-001
1.128,1.06940000E+000,-1.237500000E-001
1.136,1.06990000E+000,-1.226500000E-001
1.144,1.07040000E+000,-1.215400000E-001
1.152,1.07080000E+000,-1.204500000E-001
1.16,1.07120000E+000,-1.193700000E-001
1.168,1.07160000E+000,-1.183200000E-001
1.176,1.07200000E+000,-1.172800000E-001
1.184,1.07240000E+000,-1.162500000E-001
1.192,1.07280000E+000,-1.152200000E-001
1.2,1.07310000E+000,-1.142100000E-001
1.208,1.07340000E+000,-1.132200000E-001
1.216,1.07370000E+000,-1.122300000E-001
1.224,1.07400000E+000,-1.112500000E-001
1.232,1.07420000E+000,-1.102800000E-001
1.24,1.07450000E+000,-1.093300000E-001
1.248,1.07470000E+000,-1.083900000E-001
1.256,1.07500000E+000,-1.074500000E-001
1.264,1.07520000E+000,-1.065100000E-001
1.272,1.07540000E+000,-1.055800000E-001
1.28,1.07560000E+000,-1.046700000E-001
1.288,1.07580000E+000,-1.037700000E-001
1.296,1.07600000E+000,-1.028700000E-001
1.304,1.07620000E+000,-1.019800000E-001
1.312,1.07630000E+000,-1.011100000E-001
1.32,1.07650000E+000,-1.002300000E-001
1.328,1.07660000E+000,-9.935900000E-002
1.336,1.07680000E+000,-9.849400000E-002
1.344,1.07690000E+000,-9.763600000E-002
1.352,1.07710000E+000,-9.679000000E-002
1.36,1.07720000E+000,-9.594800000E-002
1.368,1.07730000E+000,-9.511400000E-002
1.376,1.07740000E+000,-9.428400000E-002
1.384,1.07750000E+000,-9.346100000E-002
1.392,1.07760000E+000,-9.264600000E-002
1.4,1.07770000E+000,-9.183900000E-002
1.408,1.07780000E+000,-9.103800000E-002
1.416,1.07790000E+000,-9.024500000E-002
1.424,1.07790000E+000,-8.945500000E-002
1.432,1.07800000E+000,-8.866900000E-002
1.44,1.07810000E+000,-8.789500000E-002
1.448,1.07810000E+000,-8.712700000E-002
1.456,1.07820000E+000,-8.636300000E-002
1.464,1.07820000E+000,-8.561000000E-002
1.472,1.07830000E+000,-8.486000000E-002
1.48,1.07830000E+000,-8.411800000E-002
1.488,1.07840000E+000,-8.338400000E-002
1.496,1.07840000E+000,-8.265300000E-002
1.504,1.07840000E+000,-8.192800000E-002
1.512,1.07850000E+000,-8.120600000E-002
1.52,1.07850000E+000,-8.049400000E-002
1.528,1.07850000E+000,-7.978900000E-002
1.536,1.07850000E+000,-7.908900000E-002
1.544,1.07850000E+000,-7.839600000E-002
1.552,1.07850000E+000,-7.770800000E-002
1.56,1.07850000E+000,-7.700800000E-002
1.568,1.07850000E+000,-7.635100000E-002
1.576,1.07850000E+000,-7.568400000E-002
1.584,1.07850000E+000,-7.502000000E-002
1.592,1.07850000E+000,-7.436100000E-002
1.6,1.07850000E+000,-7.370600000E-002
1.608,1.07850000E+000,-7.305600000E-002
1.616,1.07850000E+000,-7.241300000E-002
1.624,1.07840000E+000,-7.177400000E-002
1.632,1.07840000E+000,-7.114100000E-002
1.64,1.07840000E+000,-7.051800000E-002
1.648,1.07840000E+000,-6.989800000E-002
1.656,1.07830000E+000,-6.928400000E-002
1.664,1.07830000E+000,-6.867300000E-002
1.672,1.07830000E+000,-6.806900000E-002
1.68,1.07820000E+000,-6.747100000E-002
1.688,1.07820000E+000,-6.687600000E-002
1.696,1.07810000E+000,-6.628600000E-002
1.704,1.07810000E+000,-6.570300000E-002
1.712,1.07800000E+000,-6.512300000E-002
1.72,1.07800000E+000,-6.454800000E-002
1.728,1.07790000E+000,-6.397800000E-002
1.736,1.07790000E+000,-6.341500000E-002
1.744,1.07780000E+000,-6.285700000E-002
1.752,1.07770000E+000,-6.230400000E-002
1.76,1.07770000E+000,-6.175500000E-002
1.768,1.07760000E+000,-6.120900000E-002
1.776,1.07750000E+000,-6.066800000E-002
1.784,1.07750000E+000,-6.013200000E-002
1.792,1.07740000E+000,-5.960200000E-002
1.8,1.07730000E+000,-5.907500000E-002
1.808,1.07720000E+000,-5.855200000E-002
1.816,1.07720000E+000,-5.803600000E-002
1.824,1.07710000E+000,-5.752200000E-002
1.832,1.07700000E+000,-5.701400000E-002
1.84,1.07690000E+000,-5.651000000E-002
1.848,1.07680000E+000,-5.601000000E-002
1.856,1.07670000E+000,-5.551500000E-002
1.864,1.07670000E+000,-5.502400000E-002
1.872,1.07660000E+000,-5.454000000E-002
1.88,1.07650000E+000,-5.405900000E-002
1.888,1.07640000E+000,-5.358300000E-002
1.896,1.07630000E+000,-5.310900000E-002
1.904,1.07620000E+000,-5.263900000E-002
1.912,1.07610000E+000,-5.217600000E-002
1.92,1.07600000E+000,-5.171500000E-002
1.928,1.07590000E+000,-5.125600000E-002
1.936,1.07580000E+000,-5.080100000E-002
1.944,1.07570000E+000,-5.035200000E-002
1.952,1.07560000E+000,-4.990700000E-002
1.96,1.07550000E+000,-4.947000000E-002
1.968,1.07540000E+000,-4.902400000E-002
1.976,1.07530000E+000,-4.859200000E-002
1.984,1.07520000E+000,-4.816300000E-002
1.992,1.07510000E+000,-4.773500000E-002
2,1.07500000E+000,-4.730600000E-002
