x/D,u'^2/U^2,v'^2/U^2
1.616,1.63040510E-003,1.172584800E-003
1.624,1.59304220E-003,1.142331400E-003
1.632,1.55664600E-003,1.112981000E-003
1.64,1.52086810E-003,1.083929000E-003
1.648,1.48570170E-003,1.055343600E-003
1.656,1.45139740E-003,1.027655000E-003
1.664,1.41819410E-003,1.001029700E-003
1.672,1.38641340E-003,9.755986000E-004
1.68,1.35598880E-003,9.510941000E-004
1.688,1.32667130E-003,9.272617000E-004
1.696,1.29782650E-003,9.040366000E-004
1.704,1.26899760E-003,8.812316000E-004
1.712,1.24043290E-003,8.588417000E-004
1.72,1.21248770E-003,8.367889000E-004
1.728,1.18518100E-003,8.155056000E-004
1.736,1.15945140E-003,7.953306000E-004
1.744,1.13448820E-003,7.758085000E-004
1.752,1.10957130E-003,7.567150000E-004
1.76,1.08512600E-003,7.382727000E-004
1.768,1.06155890E-003,7.203302000E-004
1.776,1.03784190E-003,7.024740000E-004
1.784,1.01541620E-003,6.854836000E-004
1.792,9.93608500E-004,6.692040000E-004
1.8,9.72142800E-004,6.530552000E-004
1.808,9.51250600E-004,6.372744000E-004
1.816,9.31023600E-004,6.219395000E-004
1.824,9.11065100E-004,6.068330000E-004
1.832,8.91676100E-004,5.923031000E-004
1.84,8.72970200E-004,5.781321000E-004
1.848,8.54882700E-004,5.641528000E-004
1.856,8.37033400E-004,5.506025000E-004
1.864,8.19541900E-004,5.372952000E-004
1.872,8.02737900E-004,5.244216000E-004
1.88,7.86084200E-004,5.116086000E-004
1.888,7.69980400E-004,4.991051000E-004
1.896,7.54414700E-004,4.867562000E-004
1.904,7.39444600E-004,4.746910000E-004
1.912,7.25034100E-004,4.629591000E-004
1.92,7.10878200E-004,4.513560000E-004
1.928,6.96527100E-004,4.398469000E-004
1.936,6.82410700E-004,4.284515000E-004
1.944,6.68788600E-004,4.175856000E-004
1.952,6.55779900E-004,4.079683000E-004
1.96,6.43006100E-004,3.994254000E-004
1.968,6.30251900E-004,3.910565000E-004
1.976,6.17478400E-004,3.826769000E-004
1.984,6.04627800E-004,3.743391000E-004
1.992,5.91912300E-004,3.661901000E-004
2,5.79291200E-004,3.581148000E-004
